exposure_id	snp_id	beta	se	z	p
exposure_20	snp_337	-0.150735295235077	0.0103687283833914	-14.5374909691457	2.1313252758782e-47
exposure_17	snp_242	0.14511979840955	0.0101295540157395	14.3263758882238	4.27579915754662e-46
exposure_7	snp_790	0.148404425380963	0.0103684793315573	14.313036717861	5.16058068638963e-46
exposure_5	snp_146	-0.146620669670517	0.0103279336372758	-14.1965154715296	2.64929970736591e-45
exposure_16	snp_53	0.135970036784263	0.00970104864450743	14.0160143265798	3.25645414664412e-44
exposure_17	snp_937	0.141173908064835	0.0101351297728834	13.9291662986444	1.07717052815422e-43
exposure_3	snp_175	-0.134978257112544	0.00970210063168805	-13.9122713973602	1.35829925921242e-43
exposure_1	snp_615	-0.141192825604128	0.0102144032057251	-13.8229148351017	4.61017110198572e-43
exposure_5	snp_645	0.141095028765185	0.0103356289785308	13.6513248548557	4.7175752421964e-42
exposure_20	snp_181	-0.141454641869159	0.0103817991642101	-13.62525316005	6.70082531349871e-42
exposure_19	snp_378	-0.129473121995977	0.00956730760064187	-13.5328691624058	2.31179532276206e-41
exposure_7	snp_610	-0.139917390732739	0.0103802751564198	-13.4791601016671	4.73170259279483e-41
exposure_12	snp_124	-0.130362562190199	0.00984439899927029	-13.2423078544319	1.0782555659701e-39
exposure_12	snp_966	-0.129405239218358	0.00984566223267007	-13.143375850226	3.91765222691206e-39
exposure_18	snp_390	-0.130814499408459	0.00995964720817544	-13.1344511180154	4.39920386603632e-39
exposure_19	snp_534	0.125129954262159	0.00957308598268994	13.0710153954973	1.00069311630111e-38
exposure_3	snp_264	0.126622185117768	0.00971336170479119	13.0358766579557	1.57507741146473e-38
exposure_14	snp_713	0.125958139844913	0.00971743780483957	12.9620731693474	4.06839040738109e-38
exposure_2	snp_176	0.125877683059228	0.00976062804852935	12.896473713922	9.41575277338375e-38
exposure_15	snp_36	-0.13067461558013	0.01019241849976	-12.820766296361	2.46743002552451e-37
exposure_15	snp_27	-0.130301315945445	0.010192896499282	-12.7835415531419	3.95457947471791e-37
exposure_1	snp_266	0.130688870575574	0.0102283758871187	12.7770891506011	4.29092880790408e-37
exposure_9	snp_998	0.125621115510263	0.00996395177961209	12.6075595595821	3.61287983723636e-36
exposure_14	snp_90	-0.121418411878807	0.00972321562966003	-12.4874749777664	1.60741573739458e-35
exposure_19	snp_265	-0.119203553401919	0.00958064747442127	-12.4421187315547	2.81474165051971e-35
exposure_11	snp_43	-0.122022344881439	0.00983016237743506	-12.4130548607762	4.02628171630565e-35
exposure_20	snp_527	0.129066693157769	0.0103979296672874	12.4127299652566	4.04240750614772e-35
exposure_5	snp_677	-0.127892134926929	0.0103527985743393	-12.3533877345905	8.37489009692297e-35
exposure_5	snp_841	-0.12675210455135	0.0103542008066699	-12.2416115852901	3.27256948868498e-34
exposure_6	snp_170	0.120078458208216	0.00982639375726038	12.2199925195847	4.25380829560409e-34
exposure_7	snp_727	-0.126488924235198	0.0103974961752045	-12.1653253921693	8.23955393339483e-34
exposure_10	snp_467	0.115377140995121	0.0095058396991667	12.1375012251927	1.15231143525162e-33
exposure_6	snp_801	-0.118843087546463	0.00982789579939921	-12.0924244591327	1.98097701252832e-33
exposure_3	snp_696	-0.117354388089118	0.00972499631751499	-12.0672938330845	2.67733113862911e-33
exposure_8	snp_796	0.115014360622886	0.00953713793632259	12.0596306135878	2.93455789450246e-33
exposure_12	snp_395	0.118660914609668	0.00985919106441652	12.0355629416631	3.91301328482437e-33
exposure_19	snp_749	0.114802717240645	0.00958602153948658	11.9760545882097	7.95196949479001e-33
exposure_7	snp_856	0.12313345825697	0.0104015240907242	11.8380207730112	4.06616096193017e-32
exposure_6	snp_197	0.115415103090499	0.00983198124750798	11.7387432080133	1.30028211017004e-31
exposure_16	snp_892	-0.114131788267443	0.0097291640258383	-11.7308936270719	1.42488859208972e-31
exposure_2	snp_463	0.113719537457178	0.00977554213145434	11.6330670900868	4.43556597810307e-31
exposure_11	snp_79	0.114457957263287	0.00983925866198353	11.6327826308221	4.45017714721933e-31
exposure_14	snp_979	0.112470927534905	0.00973397329788421	11.5544725769232	1.0972209340335e-30
exposure_8	snp_236	0.109864879832605	0.00954320828202911	11.5123631996477	1.77823098264906e-30
exposure_3	snp_332	0.112023886209614	0.00973128192823664	11.5117295990121	1.7911738319995e-30
exposure_19	snp_195	0.110385656206291	0.00959120930497662	11.509044657071	1.84706618776932e-30
exposure_13	snp_223	-0.112823608786467	0.00982702750085315	-11.4809497354792	2.54648414633147e-30
exposure_12	snp_932	0.113071258575229	0.00986575920393039	11.4609789513394	3.19796561069892e-30
exposure_13	snp_742	-0.112624697894956	0.00982725571113081	-11.4604423865141	3.21758172069713e-30
exposure_6	snp_407	0.111336002778838	0.00983668479745699	11.3184477363371	1.60752023992734e-29
exposure_9	snp_123	-0.112698215427016	0.00997939749506229	-11.2930881331041	2.13819991888734e-29
exposure_16	snp_713	-0.109071690690493	0.00973496781572063	-11.2041141537579	5.78911649679347e-29
exposure_14	snp_279	-0.109048165167234	0.00973786794183011	-11.1983614707698	6.17258414533139e-29
exposure_4	snp_356	0.115012368531553	0.0102745539096652	11.1939038466051	6.4869653412609e-29
exposure_14	snp_317	0.108838197369671	0.00973810288914911	11.1765298239913	7.87139696508729e-29
exposure_15	snp_677	0.113531215627486	0.0102129393636152	11.116409447407	1.53387762546681e-28
exposure_5	snp_921	0.115146800267654	0.0103677510358763	11.1062466555382	1.71640647127969e-28
exposure_3	snp_28	0.108084960404547	0.00973573646683841	11.1018781961388	1.8013421760865e-28
exposure_14	snp_196	-0.107796280218094	0.00973926197987521	-11.0682185612051	2.61188651208186e-28
exposure_5	snp_483	0.114747947808386	0.0103681933230784	11.0673040357928	2.63834633570597e-28
exposure_15	snp_768	-0.112013961404964	0.0102146149329115	-10.9660483670368	8.01415666891828e-28
exposure_1	snp_634	0.11228412242117	0.0102502169936865	10.9543166247437	9.10938864254946e-28
exposure_18	snp_646	-0.109332863638675	0.00998551708854002	-10.9491439120516	9.63828671388974e-28
exposure_7	snp_486	-0.113999331207421	0.0104119329061064	-10.9489114303227	9.66275975727135e-28
exposure_18	snp_775	0.108244334202993	0.00998670316879872	10.8388456504023	3.19150597959687e-27
exposure_10	snp_749	0.102834913108971	0.00952022739568323	10.8017286599268	4.76260690357085e-27
exposure_20	snp_576	0.112442199158633	0.0104172221822464	10.7938754872929	5.18267670955307e-27
exposure_1	snp_452	0.110626465030301	0.0102520196423731	10.7906996757074	5.36280563788468e-27
exposure_5	snp_696	-0.111554721227169	0.0103716783024807	-10.7557058726443	7.8092874815863e-27
exposure_17	snp_940	0.109080776600295	0.0101746823942523	10.7208040873998	1.13473458731285e-26
exposure_12	snp_291	0.105562477727015	0.00987407741468303	10.690869971309	1.56197956563261e-26
exposure_7	snp_793	-0.11114231054245	0.0104150219942554	-10.6713466955473	1.923041438115e-26
exposure_4	snp_619	-0.109677413793314	0.0102803868119587	-10.6686076895211	1.97991436357609e-26
exposure_17	snp_736	-0.108453012045169	0.0101753535838249	-10.6584023003947	2.20689195121871e-26
exposure_2	snp_695	0.104052813098111	0.00978630576896876	10.6324915197368	2.90574866508494e-26
exposure_4	snp_818	0.10859323492397	0.0102815379287266	10.5619641416252	6.12422200554374e-26
exposure_4	snp_58	-0.108516987569617	0.0102816184484252	-10.5544655361372	6.62758695047458e-26
exposure_10	snp_628	-0.100441771474902	0.00952278249182312	-10.5475234324786	7.13006024953497e-26
exposure_11	snp_30	0.103182353168214	0.00985172384434881	10.4735328353121	1.54922769909701e-25
exposure_10	snp_763	0.0988641061461166	0.0095244336563328	10.3800508999694	4.09882097607764e-25
exposure_2	snp_470	0.0998428473323427	0.0097906913519976	10.1977320847697	2.66854165391183e-24
exposure_17	snp_142	-0.103744308655064	0.0101802631580759	-10.1907295562164	2.86580810402079e-24
exposure_5	snp_76	-0.105499238776958	0.010378013959679	-10.1656481853703	3.69843151381711e-24
exposure_3	snp_520	0.0988707702677245	0.00974552695564367	10.1452461952781	4.54912989330702e-24
exposure_13	snp_60	0.0994884707097468	0.00984142506081375	10.1091529016348	6.55488089367311e-24
exposure_14	snp_304	0.098346621162981	0.00974925950488074	10.0875990749601	8.14776648377551e-24
exposure_1	snp_8	0.103284389828471	0.0102596780223926	10.067020583204	1.00243552107014e-23
exposure_12	snp_634	-0.0992194642415388	0.00988065403892837	-10.0417911456699	1.29174911774567e-23
exposure_19	snp_354	0.0964534380162925	0.00960622331184531	10.0407241103126	1.30565888196578e-23
exposure_4	snp_298	-0.103034725074938	0.0102872581051158	-10.0157616365919	1.67692522348307e-23
exposure_4	snp_259	0.102576704348458	0.0102877159095088	9.97079480525385	2.62807888622573e-23
exposure_2	snp_178	0.0971556763346181	0.00979339494820423	9.92053081168069	4.3326154058948e-23
exposure_7	snp_986	0.103348183954655	0.0104230462528683	9.91535309806523	4.5609466155023e-23
exposure_10	snp_692	-0.0940721079134344	0.00952928696011739	-9.87189370066736	7.01181759898418e-23
exposure_20	snp_211	-0.102560401072359	0.0104274168288883	-9.83564796107737	1.00230736790293e-22
exposure_12	snp_312	-0.0963847513923357	0.00988346009792052	-9.75212632391919	2.27234094917306e-22
exposure_8	snp_33	-0.0925161032353182	0.00956158986757766	-9.67580752956478	4.77246077038647e-22
exposure_2	snp_763	0.0945871992986602	0.00979590951267482	9.65578532307539	5.79277259713457e-22
exposure_19	snp_864	-0.0925957562063099	0.00961001925438057	-9.63533513880336	7.05758703303842e-22
exposure_15	snp_419	-0.0981820600245621	0.0102288394968051	-9.59855319415545	1.00573333528615e-21
exposure_20	snp_894	-0.0998166777360581	0.0104300795539787	-9.57007827404171	1.32184368244601e-21
exposure_5	snp_411	-0.0993624767535428	0.0103840703799457	-9.56874068818307	1.33889793108358e-21
exposure_6	snp_453	0.0942416432170914	0.0098545349927227	9.56327653072278	1.41085670912292e-21
exposure_9	snp_904	0.0955512377401768	0.00999727616245504	9.55772714362151	1.48785358529785e-21
exposure_4	snp_357	-0.0981135309809675	0.0102920691837936	-9.53292571482728	1.88599401999592e-21
exposure_8	snp_489	0.0909729449431135	0.00956307072673689	9.51294281331277	2.28205407048572e-21
exposure_17	snp_879	0.0966557880749643	0.0101872390962987	9.48792770654436	2.89550122917222e-21
exposure_6	snp_222	-0.0933791348337993	0.00985535618886139	-9.47496295865361	3.27498631347415e-21
exposure_12	snp_123	-0.0936536105209532	0.00988608598199659	-9.47327493322478	3.32788433505904e-21
exposure_10	snp_304	0.0899241958216525	0.00953329141926529	9.43264942472332	4.88971788250151e-21
exposure_12	snp_951	0.0931728784471157	0.00988654030430299	9.42421469789218	5.29534239715251e-21
exposure_5	snp_627	0.0976739199950185	0.0103856725841459	9.40467930253466	6.36706716591175e-21
exposure_14	snp_172	0.0917193097978319	0.00975571876908654	9.40159428216276	6.55489237887958e-21
exposure_14	snp_93	0.0913620536346708	0.00975605405399399	9.36465225889851	9.27790171976125e-21
exposure_11	snp_16	-0.0922649812469726	0.00986254949358203	-9.35508423121357	1.01492949369669e-20
exposure_18	snp_467	-0.0931083859962049	0.0100019531883326	-9.30902037262248	1.56168219306707e-20
exposure_6	snp_604	-0.0914818807990933	0.00985713576329731	-9.28077719490512	2.03191350846857e-20
exposure_6	snp_412	-0.0914715587362724	0.00985714534434494	-9.27972100855242	2.05198222077186e-20
exposure_8	snp_502	-0.0882383912253349	0.00956563316411162	-9.22452175527576	3.4245309676309e-20
exposure_1	snp_860	-0.0939488344930771	0.0102686492843085	-9.1490937018017	6.86245225904675e-20
exposure_13	snp_195	-0.0899567134187314	0.00985059682969788	-9.13210792949389	8.01920388584737e-20
exposure_8	snp_204	0.0872574227992098	0.0095665331682593	9.12111224249138	8.86872337590865e-20
exposure_20	snp_208	0.0946737858373387	0.0104348744052884	9.07282466086585	1.3781660816489e-19
exposure_6	snp_631	-0.0893399780188944	0.00985910054152474	-9.06167633067648	1.52532147587518e-19
exposure_14	snp_21	0.0882831671349417	0.00975888889645267	9.04643633836557	1.75189411870347e-19
exposure_19	snp_714	-0.0864978712748149	0.00961570076224377	-8.99548284764126	2.77904581776742e-19
exposure_18	snp_980	0.0899806513419726	0.0100048160617603	8.99373369650348	2.82328937781931e-19
exposure_16	snp_967	-0.0877176658577685	0.0097565315002556	-8.99066085682913	2.90270645555971e-19
exposure_18	snp_286	-0.089835382628648	0.0100049466323705	-8.97909663385807	3.22186751114617e-19
exposure_6	snp_171	-0.0881632864731116	0.00986015995433789	-8.94136473255944	4.52416501945882e-19
exposure_1	snp_713	-0.0914770087622829	0.0102708812343353	-8.90644207397487	6.18672954718949e-19
exposure_10	snp_302	0.0847372107405494	0.00953804277714208	8.88412987029395	7.55153243000359e-19
exposure_9	snp_124	-0.0888058856886651	0.0100034949349972	-8.87748594523482	8.01260985744354e-19
exposure_11	snp_844	0.0873575340538151	0.0098670182399495	8.85348865578485	9.92171342733417e-19
exposure_5	snp_300	-0.0918936199004096	0.0103909476310627	-8.84362265725435	1.08311541140793e-18
exposure_6	snp_172	0.0871129289091308	0.00986109366539941	8.8340027855929	1.17970477249291e-18
exposure_6	snp_108	-0.0870118296188978	0.00986118294216664	-8.82367056054028	1.29293265404114e-18
exposure_16	snp_98	-0.0860851845802637	0.00975798573380514	-8.8220240251053	1.31194212835261e-18
exposure_9	snp_29	-0.0881760902191554	0.0100040521484482	-8.81403744310084	1.40813735605558e-18
exposure_15	snp_600	-0.0899889530259426	0.0102363743003111	-8.79109637708419	1.72491523218526e-18
exposure_8	snp_304	0.0837116314692762	0.00956970172185496	8.7475695588399	2.53139314845129e-18
exposure_3	snp_166	0.0852565816850854	0.00975838205018471	8.73675382318851	2.78376074023123e-18
exposure_18	snp_208	-0.0871027419433315	0.0100073631702103	-8.70386539009763	3.71390919870045e-18
exposure_11	snp_129	-0.0857786193686182	0.00986840367726472	-8.69224873382905	4.11097752453741e-18
exposure_12	snp_980	0.0859154339946664	0.00989311263133297	8.68436832737144	4.40391015348752e-18
exposure_10	snp_808	0.08243735443704	0.00954005846195038	8.64117916738494	6.41518034385336e-18
exposure_3	snp_596	0.0836248445550686	0.00975979419656214	8.56829999392049	1.20535126966385e-17
exposure_4	snp_180	-0.0875247879145162	0.0103016161378492	-8.49621911196452	2.23783176116262e-17
exposure_8	snp_467	0.0810888501747657	0.00957196026181542	8.47149883167049	2.76364075772429e-17
exposure_16	snp_536	-0.081940579738596	0.00976155415656599	-8.39421453022208	5.32563624773494e-17
exposure_17	snp_809	-0.0855913884446419	0.010197133239376	-8.39367167569535	5.35012268585426e-17
exposure_7	snp_33	0.0875333803140531	0.010437520252548	8.38641537415789	5.68829395766808e-17
exposure_3	snp_417	-0.0816510277467991	0.00976146565401498	-8.3646278787259	6.83553283036874e-17
exposure_9	snp_244	0.0834102130532787	0.0100081392712033	8.3342378431201	8.82540008556933e-17
exposure_9	snp_266	-0.0832404250595663	0.0100082806598121	-8.31715535254873	1.01844356470161e-16
exposure_3	snp_874	0.0811694717587248	0.00976186734193942	8.31495337065281	1.03739977429375e-16
exposure_15	snp_920	0.0850611949108959	0.0102405877053185	8.30628059234522	1.11550498278e-16
exposure_4	snp_211	0.0855605814135784	0.0103032664428922	8.30421904430156	1.13490773442448e-16
exposure_18	snp_128	-0.0829166302683442	0.0100109192318004	-8.28261904310984	1.3593154250214e-16
exposure_20	snp_465	0.0864858103970034	0.0104419809691054	8.28250986598119	1.36055410403423e-16
exposure_12	snp_961	0.0818689996007297	0.00989654404263514	8.27248373250614	1.47918084585399e-16
exposure_9	snp_536	-0.0827480686980244	0.0100086890225189	-8.26762311346137	1.54030525575964e-16
exposure_8	snp_948	0.0790783585353955	0.0095736425240741	8.26000744612547	1.64111887159423e-16
exposure_8	snp_571	-0.079057218387897	0.00957365998699429	-8.25778422205252	1.67175705978775e-16
exposure_5	snp_570	0.0854722650402349	0.0103964276741273	8.22131098482438	2.26289807711122e-16
exposure_13	snp_622	-0.0809524014898475	0.0098584065945772	-8.21150971135405	2.45417193788112e-16
exposure_19	snp_216	0.0789433510250563	0.00962219876415978	8.20429435724193	2.60508364375616e-16
exposure_18	snp_611	-0.0817962001051143	0.0100118411133865	-8.16994588495293	3.45857907028807e-16
exposure_16	snp_833	-0.0794466369291849	0.00976361596191927	-8.13700961191511	4.53365638360588e-16
exposure_12	snp_509	0.0805069316007067	0.00989766159848019	8.13393454602133	4.64943733148378e-16
exposure_19	snp_599	0.0780277539594974	0.00962294571118059	8.10851025261833	5.72527771656021e-16
exposure_5	snp_179	-0.0842436103517658	0.0103974306814347	-8.10234883336983	6.02091733590888e-16
exposure_10	snp_669	0.0766838482217558	0.00954485642919989	8.03404941609833	1.04949765473994e-15
exposure_10	snp_386	0.0766586612858812	0.00954487666521123	8.0313935920496	1.07232297083342e-15
exposure_17	snp_910	-0.081909569207294	0.0102001573254061	-8.03022606359978	1.08251133930972e-15
exposure_5	snp_375	0.083251742923887	0.0103982297251547	8.00633810988903	1.31320949227061e-15
exposure_13	snp_879	-0.0789053071924967	0.00986006650639698	-8.00251267486935	1.35440273285259e-15
exposure_4	snp_971	0.0822449062921831	0.0103059666878612	7.98031943854954	1.61974535411756e-15
exposure_10	snp_624	0.0761051920248973	0.00954531965180495	7.97303755149848	1.7174959067496e-15
exposure_19	snp_424	-0.0762665097531492	0.00962435787905964	-7.92432188323829	2.53849409196878e-15
exposure_17	snp_416	0.0807735422200609	0.0102010633955739	7.91814922502174	2.66688866576318e-15
exposure_2	snp_182	-0.0774688979149944	0.00981093435464529	-7.89617941723504	3.17793138972383e-15
exposure_20	snp_740	0.0822660557678007	0.0104453908471958	7.87582360212842	3.73688519967413e-15
exposure_1	snp_316	-0.0809102984556041	0.0102797468082651	-7.8708454560915	3.88768935259483e-15
exposure_17	snp_831	0.0802770072299561	0.0102014554218248	7.86917198679441	3.93971772388828e-15
exposure_17	snp_421	-0.0802548266703822	0.0102014728771535	-7.86698427146883	4.00876924680277e-15
exposure_1	snp_5	-0.0806737721685876	0.0102799327378438	-7.84769455461524	4.67152760107502e-15
exposure_8	snp_233	0.0747417667114123	0.0095771263974264	7.80419549767008	6.58761230670274e-15
exposure_1	snp_655	-0.0802098252234692	0.0102802958485188	-7.80228763893267	6.68739158762544e-15
exposure_11	snp_945	0.0767903387084016	0.00987580588659932	7.77560227389645	8.24924681273831e-15
exposure_2	snp_3	-0.0762302583997108	0.00981190473375713	-7.76916006302489	8.67713122372226e-15
exposure_13	snp_13	0.0764048460786817	0.00986203599562224	7.74737043269745	1.02926952801235e-14
exposure_12	snp_270	0.0766417846501288	0.00990073015270377	7.74102348695958	1.08166083446121e-14
exposure_10	snp_510	0.073896912631365	0.00954705496669313	7.74028356274994	1.08793686017457e-14
exposure_20	snp_925	-0.0807480997509229	0.0104465755026448	-7.72962390694249	1.18243028347807e-14
exposure_3	snp_240	-0.0752901573618959	0.00976657872224516	-7.70895924797175	1.38919074628278e-14
exposure_20	snp_501	-0.0805248309193024	0.0104467478755174	-7.70812427741436	1.39825364908589e-14
exposure_8	snp_652	-0.0737334160398225	0.00957790815012369	-7.69827971662793	1.50959572987113e-14
exposure_4	snp_55	-0.0792429874337535	0.0103083187971693	-7.6872852880252	1.64427257489364e-14
exposure_9	snp_672	-0.0768726441447001	0.010013373989599	-7.67699720639104	1.78097009107223e-14
exposure_7	snp_534	-0.0801408302050981	0.0104434576562762	-7.6737832280036	1.82592259787612e-14
exposure_3	snp_544	-0.0749450602232059	0.00976684419601879	-7.67341617405501	1.83112691459994e-14
exposure_9	snp_344	0.076353898729406	0.010013770958149	7.62488966928794	2.66463063921179e-14
exposure_11	snp_26	0.0749261963815144	0.00987723795849936	7.58574377739279	3.60032171110362e-14
exposure_15	snp_102	-0.0776101100358733	0.0102465051879513	-7.57430056514627	3.93031639752274e-14
exposure_1	snp_677	0.077773503645093	0.0102821680715641	7.56392067351827	4.25527001601509e-14
exposure_13	snp_542	-0.0744967474216654	0.0098634959954163	-7.55277311982334	4.63369897478735e-14
exposure_20	snp_950	-0.0787058979664831	0.0104481342817928	-7.53300980287345	5.38762628657637e-14
exposure_17	snp_425	-0.0768534642529385	0.0102040922073795	-7.5316316915834	5.44448234563463e-14
exposure_18	snp_309	0.0754324349541915	0.0100168377797523	7.53056369812321	5.48894943529987e-14
exposure_20	snp_509	-0.0786648452002353	0.0104481652049555	-7.52905832336238	5.55223440360124e-14
exposure_4	snp_150	0.0773052320791913	0.0103097903813507	7.49823509690632	7.01773327100433e-14
exposure_1	snp_73	-0.077098515412352	0.0102826765008966	-7.49790343065151	7.0354085136887e-14
exposure_12	snp_657	-0.0739146416416207	0.00990280387873117	-7.46401146046843	9.09245514800487e-14
exposure_13	snp_741	-0.0736166526092073	0.00986415689467142	-7.46304558973253	9.15901139101424e-14
exposure_16	snp_206	-0.0726269425207522	0.0097689266008014	-7.43448543413093	1.13587453858726e-13
exposure_13	snp_839	0.0732432308106198	0.00986443492593	7.42497987574433	1.22002162356567e-13
exposure_15	snp_412	0.0758203730302101	0.0102478453384674	7.39866484377963	1.48625165284575e-13
exposure_5	snp_227	0.0764857291298421	0.0104034264370479	7.35197481259316	2.10608407419956e-13
exposure_19	snp_597	0.0702601392882033	0.00962892992618173	7.29677542850956	3.17152294516033e-13
exposure_15	snp_445	0.0747163881503427	0.0102486563234622	7.29035941807271	3.32544843327107e-13
exposure_3	snp_480	0.0711176505697035	0.0097697062860308	7.27940518246602	3.60538046864692e-13
exposure_20	snp_62	-0.0760328678643319	0.0104501138932721	-7.27579322492193	3.70266075534087e-13
exposure_8	snp_839	-0.0694287248296283	0.00958112539010897	-7.2464060329805	4.59606707947295e-13
exposure_18	snp_495	0.0725109368073675	0.0100189954277148	7.23734603239618	4.91194903582366e-13
exposure_19	snp_576	-0.0696767929307306	0.00962935388934518	-7.23587415432177	4.96524152712947e-13
exposure_9	snp_156	-0.0722587531174455	0.0100168098724804	-7.21374909151114	5.83818624599476e-13
exposure_2	snp_298	0.0707858164889342	0.0098159835250425	7.21128110172004	5.94444291232528e-13
exposure_9	snp_786	-0.0720754221741923	0.0100169419806045	-7.19535186624322	6.67740657237236e-13
exposure_9	snp_787	-0.0720686838880147	0.0100169468297805	-7.19467569436964	6.71040865358863e-13
exposure_13	snp_58	-0.070403300078116	0.00986650288543172	-7.13558804934515	1.03065377388277e-12
exposure_3	snp_69	0.0693449475438652	0.00977098079741971	7.09703037817633	1.36123760505369e-12
exposure_20	snp_40	0.0741367602568756	0.010451476443818	7.0934246137757	1.39701393204994e-12
exposure_9	snp_758	0.0709404401418851	0.0100177523393853	7.08147274343956	1.52232457080548e-12
exposure_20	snp_334	0.0739540605010129	0.0104516059059168	7.07585620494424	1.58495879472333e-12
exposure_14	snp_386	-0.0689842482034575	0.00977443002518254	-7.05762361853618	1.80621945387096e-12
exposure_13	snp_673	-0.0695835125714991	0.00986708454549217	-7.05208435690243	1.87925153195579e-12
exposure_13	snp_652	-0.0694470060925875	0.00986718073535669	-7.03818121459361	2.07555874044893e-12
exposure_18	snp_303	0.0703950574279588	0.0100205046087439	7.02510104795842	2.27854085718188e-12
exposure_3	snp_725	-0.0681807288672407	0.00977180024061502	-6.97729458118246	3.19998500060334e-12
exposure_4	snp_780	-0.0719200538872746	0.0103136877138233	-6.97326270514098	3.29263112955385e-12
exposure_20	snp_838	0.0727810562228332	0.0104524294567181	6.96307557245023	3.53859463508456e-12
exposure_12	snp_444	0.0687818453612329	0.00990650203209764	6.94310112069586	4.07428896316902e-12
exposure_5	snp_896	0.0722184623979431	0.0104064763666553	6.93976134221063	4.17130344438419e-12
exposure_7	snp_16	0.0723042434531583	0.010449176839381	6.91961142629502	4.80653990390005e-12
exposure_19	snp_754	-0.0664989586083939	0.0096316010808468	-6.90424759603389	5.35373163241765e-12
exposure_5	snp_177	-0.0716182799393875	0.0104068912229172	-6.88181306072226	6.26400120147173e-12
exposure_3	snp_270	-0.0670426653069585	0.00977258779969239	-6.86027761337369	7.2797294928771e-12
exposure_11	snp_464	0.0675895926593836	0.00988253048522872	6.8393001934483	8.42364950002893e-12
exposure_4	snp_339	-0.0704321899200118	0.0103147146626823	-6.82832169607452	9.09073676806496e-12
exposure_4	snp_996	0.0702146396438214	0.0103148630121923	6.80713253882545	1.05278242126143e-11
exposure_4	snp_288	0.0701129770510072	0.0103149321787692	6.79723102739523	1.12735041909109e-11
exposure_5	snp_825	-0.0707359281813267	0.0104074948035944	-6.79663353345101	1.13201204279605e-11
exposure_14	snp_343	-0.0661975843445514	0.009776357219616	-6.77119123795187	1.34903518424063e-11
exposure_10	snp_129	0.0646872979003893	0.00955373826242845	6.77088864311702	1.35184713879285e-11
exposure_8	snp_262	0.0645326046014227	0.00958454829081229	6.73298340656109	1.75349256356742e-11
exposure_16	snp_132	-0.0657239499031963	0.00977381448336695	-6.72449328919074	1.85834343252512e-11
exposure_6	snp_66	-0.0661665340135355	0.00987736289298135	-6.6988056154697	2.21438645938286e-11
exposure_16	snp_625	0.0654560289464685	0.00977399431373249	6.69695795244147	2.24242760482865e-11
exposure_14	snp_264	-0.0653028235058488	0.00977695908658509	-6.67925711128836	2.52930557454164e-11
exposure_19	snp_386	-0.0643250968993762	0.00963307761881237	-6.67752295214109	2.55927174227165e-11
exposure_5	snp_270	-0.0694818530015018	0.0104083397315967	-6.67559426318251	2.59300770161677e-11
exposure_2	snp_468	0.0654302518524312	0.00981969951439232	6.6631623255409	2.82115006528755e-11
exposure_7	snp_641	0.0695510537100262	0.0104510458753288	6.6549371746814	2.98277449658959e-11
